product,category,brand,price,stock,sales,revenue,competitorPrice,month
Noise Wearable 4041,Wearable,Noise,1543.96,132,476,734924.96,1469.11,Jul
Fitbit Wearable 4042,Wearable,Fitbit,724.13,289,309,223756.17,757.14,Feb
Dell Laptop 4043,Laptop,Dell,672.28,277,109,73278.52,692.18,Sep
Apple Mobile 4044,Mobile,Apple,1794.15,95,69,123796.35,1648.9,Aug
Samsung Tablet 4045,Tablet,Samsung,963.52,209,223,214864.96,934.11,Feb
Samsung Tablet 4046,Tablet,Samsung,1482.27,93,443,656645.61,1334.38,Jun
HP Laptop 4047,Laptop,HP,893.16,165,231,206319.96,959.76,May
Xiaomi Mobile 4048,Mobile,Xiaomi,526.49,150,183,96347.67,576.01,Nov
Apple Laptop 4049,Laptop,Apple,1039.48,145,422,438660.56,1025.89,Jul
Apple Tablet 4050,Tablet,Apple,1463.3,134,450,658485,1383.58,Aug
Fitbit Wearable 4051,Wearable,Fitbit,932.04,192,212,197592.48,1005.46,Feb
Noise Wearable 4052,Wearable,Noise,1257.57,174,299,376013.43,1421.43,Apr
Apple Laptop 4053,Laptop,Apple,353.28,196,103,36387.84,336.73,Apr
Sony Accessories 4054,Accessories,Sony,1281.55,284,169,216581.95,1201.36,Aug
Apple Tablet 4055,Tablet,Apple,530.07,13,101,53537.07,515.37,Oct
JBL Accessories 4056,Accessories,JBL,1301.37,25,351,456780.87,1387.78,May
Samsung Mobile 4057,Mobile,Samsung,1187.98,85,340,403913.2,1285.95,Jul
Samsung Mobile 4058,Mobile,Samsung,1208.47,292,88,106345.36,1138.03,Jul
Sony Accessories 4059,Accessories,Sony,558.64,145,348,194406.72,564.06,May
Fitbit Wearable 4060,Wearable,Fitbit,1080.57,207,197,212872.29,1107.08,Oct
Samsung Tablet 4061,Tablet,Samsung,1570.74,68,14,21990.36,1656.83,Jan
Logitech Accessories 4062,Accessories,Logitech,1597.03,158,347,554169.41,1668.24,Jan
Dell Laptop 4063,Laptop,Dell,791.1,263,188,148726.8,894.65,Oct
Apple Tablet 4064,Tablet,Apple,396.12,246,287,113686.44,383.53,Sep
Noise Wearable 4065,Wearable,Noise,1109.07,168,398,441409.86,1114.2,Jan
Samsung Mobile 4066,Mobile,Samsung,552.37,171,313,172891.81,578.42,Jan
Boat Accessories 4067,Accessories,Boat,467.54,99,171,79949.34,467.43,Apr
Xiaomi Mobile 4068,Mobile,Xiaomi,792.94,131,180,142729.2,736.25,Feb
Lenovo Laptop 4069,Laptop,Lenovo,1076.32,220,416,447749.12,1187.17,Jul
Apple Tablet 4070,Tablet,Apple,577.97,249,199,115016.03,615.17,Nov
Lenovo Tablet 4071,Tablet,Lenovo,1935.32,48,410,793481.2,2161.85,Mar
HP Laptop 4072,Laptop,HP,1631.89,165,304,496094.56,1599.45,Nov
Apple Wearable 4073,Wearable,Apple,510.07,59,352,179544.64,473.14,Mar
HP Laptop 4074,Laptop,HP,665.98,94,162,107888.76,735.1,Oct
Lenovo Laptop 4075,Laptop,Lenovo,1148.53,165,66,75802.98,1255.59,Feb
Apple Mobile 4076,Mobile,Apple,438.75,57,55,24131.25,454.77,Jan
Samsung Wearable 4077,Wearable,Samsung,1559.66,93,90,140369.4,1577.4,Jan
Lenovo Tablet 4078,Tablet,Lenovo,1538.37,294,245,376900.65,1756.95,Aug
Xiaomi Mobile 4079,Mobile,Xiaomi,1105.48,78,392,433348.16,1136.37,Oct
Samsung Wearable 4080,Wearable,Samsung,898.03,23,343,308024.29,842.37,May
Xiaomi Mobile 4081,Mobile,Xiaomi,1745.42,165,190,331629.8,1784.43,Apr
Fitbit Wearable 4082,Wearable,Fitbit,326.17,112,402,131120.34,320.29,Jun
Apple Laptop 4083,Laptop,Apple,1806.91,150,304,549300.64,1771.11,Feb
Apple Tablet 4084,Tablet,Apple,671.78,235,68,45681.04,642.43,Jun
JBL Accessories 4085,Accessories,JBL,1315.88,213,227,298704.76,1186.11,Mar
Samsung Wearable 4086,Wearable,Samsung,70.64,102,288,20344.32,71.84,Jul
Lenovo Laptop 4087,Laptop,Lenovo,884.69,15,492,435267.48,938.59,Jun
Dell Laptop 4088,Laptop,Dell,1723.72,61,484,834280.48,1795.97,Jul
HP Laptop 4089,Laptop,HP,1817.45,69,63,114499.35,1639.87,Jun
Dell Laptop 4090,Laptop,Dell,222.57,111,227,50523.39,240.02,Aug
Samsung Mobile 4091,Mobile,Samsung,83.02,184,169,14030.38,84.95,Jan
Xiaomi Mobile 4092,Mobile,Xiaomi,445.79,179,234,104314.86,484.48,May
Apple Wearable 4093,Wearable,Apple,1077.67,43,33,35563.11,1120.12,Dec
Fitbit Wearable 4094,Wearable,Fitbit,203.08,12,441,89558.28,232.09,Sep
Apple Mobile 4095,Mobile,Apple,226.28,242,167,37788.76,226.48,Oct
JBL Accessories 4096,Accessories,JBL,1591.77,61,88,140075.76,1506.59,Mar
Apple Tablet 4097,Tablet,Apple,1489.79,85,35,52142.65,1543.29,Mar
Boat Accessories 4098,Accessories,Boat,1852.38,160,262,485323.56,1899.08,May
Sony Accessories 4099,Accessories,Sony,631.03,23,343,216443.29,688.97,Sep
Xiaomi Mobile 4100,Mobile,Xiaomi,198.21,42,53,10505.13,220.98,Apr
Samsung Wearable 4101,Wearable,Samsung,418.8,260,223,93392.4,451.37,Sep
Apple Mobile 4102,Mobile,Apple,1000.27,244,159,159042.93,1141.54,Oct
Apple Mobile 4103,Mobile,Apple,1504.17,251,202,303842.34,1425.54,May
Sony Accessories 4104,Accessories,Sony,1120.09,229,440,492839.6,1037.84,Aug
Apple Tablet 4105,Tablet,Apple,1083.4,116,286,309852.4,1098.2,Dec
Samsung Tablet 4106,Tablet,Samsung,177.16,172,74,13109.84,196.47,Jan
Apple Tablet 4107,Tablet,Apple,1025.69,85,357,366171.33,1121.75,Mar
Boat Accessories 4108,Accessories,Boat,1368.91,187,274,375081.34,1478.83,May
HP Laptop 4109,Laptop,HP,1625.83,144,73,118685.59,1530.55,Mar
Lenovo Tablet 4110,Tablet,Lenovo,273.9,66,385,105451.5,310.97,May
JBL Accessories 4111,Accessories,JBL,1622.89,291,424,688105.36,1497.98,Aug
Apple Mobile 4112,Mobile,Apple,282.13,133,11,3103.43,267.88,Mar
Samsung Tablet 4113,Tablet,Samsung,528.24,181,97,51239.28,535.22,Apr
Apple Mobile 4114,Mobile,Apple,1342.36,191,475,637621,1239.49,Mar
Samsung Tablet 4115,Tablet,Samsung,109.82,84,340,37338.8,105.97,Nov
Samsung Tablet 4116,Tablet,Samsung,738.98,106,453,334757.94,738.4,Oct
Sony Accessories 4117,Accessories,Sony,1957.39,241,409,800572.51,2058.11,Aug
Samsung Tablet 4118,Tablet,Samsung,1139.42,16,68,77480.56,1194.77,May
Samsung Tablet 4119,Tablet,Samsung,1945.97,262,263,511790.11,1864.59,Nov
Lenovo Tablet 4120,Tablet,Lenovo,666.22,264,58,38640.76,630.19,May
Apple Wearable 4121,Wearable,Apple,1393.47,18,43,59919.21,1307.14,Dec
Sony Accessories 4122,Accessories,Sony,1575.24,141,381,600166.44,1702.27,Dec
Samsung Tablet 4123,Tablet,Samsung,141.1,153,426,60108.6,129.95,Dec
Samsung Mobile 4124,Mobile,Samsung,700.7,25,481,337036.7,644.27,Aug
Samsung Mobile 4125,Mobile,Samsung,166.42,236,125,20802.5,163.15,Jun
Sony Accessories 4126,Accessories,Sony,1869.15,108,218,407474.7,1995.51,Nov
Apple Tablet 4127,Tablet,Apple,1564.78,271,325,508553.5,1724.91,Aug
Apple Tablet 4128,Tablet,Apple,1686.96,208,469,791184.24,1795.57,Mar
Apple Tablet 4129,Tablet,Apple,149.8,211,246,36850.8,143.43,Dec
Fitbit Wearable 4130,Wearable,Fitbit,985.44,121,233,229607.52,915.62,Nov
Noise Wearable 4131,Wearable,Noise,197.48,129,113,22315.24,210.4,Aug
Apple Mobile 4132,Mobile,Apple,1591.8,179,391,622393.8,1657.18,Apr
Fitbit Wearable 4133,Wearable,Fitbit,772.49,291,377,291228.73,834.51,May
Sony Accessories 4134,Accessories,Sony,55.37,171,499,27629.63,57.8,May
Sony Accessories 4135,Accessories,Sony,1938.04,171,120,232564.8,1780.93,May
OnePlus Mobile 4136,Mobile,OnePlus,1281.33,269,207,265235.31,1208.89,Feb
Samsung Mobile 4137,Mobile,Samsung,1175.42,225,450,528939,1068.75,Oct
Samsung Mobile 4138,Mobile,Samsung,1746.64,56,307,536218.48,1956.03,Feb
Dell Laptop 4139,Laptop,Dell,575.37,91,454,261217.98,650.55,Jan
Fitbit Wearable 4140,Wearable,Fitbit,1514.66,77,211,319593.26,1617.61,Mar
Lenovo Laptop 4141,Laptop,Lenovo,717.18,70,488,349983.84,772.2,May
Apple Mobile 4142,Mobile,Apple,741.05,115,151,111898.55,713.95,Oct
Apple Tablet 4143,Tablet,Apple,1104.71,157,186,205476.06,1008.62,Jun
Dell Laptop 4144,Laptop,Dell,1803.21,283,129,232614.09,1955.94,Jan
Lenovo Tablet 4145,Tablet,Lenovo,721.62,218,241,173910.42,723.27,Oct
Logitech Accessories 4146,Accessories,Logitech,1682.02,13,62,104285.24,1719.74,Dec
Lenovo Tablet 4147,Tablet,Lenovo,1481.58,164,105,155565.9,1639.33,May
Dell Laptop 4148,Laptop,Dell,214.83,23,231,49625.73,212.88,Aug
Apple Laptop 4149,Laptop,Apple,1720.68,279,74,127330.32,1846.37,Feb
Fitbit Wearable 4150,Wearable,Fitbit,237.77,272,473,112465.21,272.86,Jun
Dell Laptop 4151,Laptop,Dell,1713.7,139,256,438707.2,1778.08,May
Samsung Tablet 4152,Tablet,Samsung,1064.32,224,345,367190.4,1185.9,Apr
Lenovo Tablet 4153,Tablet,Lenovo,1376.73,191,288,396498.24,1338.16,May
OnePlus Mobile 4154,Mobile,OnePlus,1484.65,119,366,543381.9,1391.55,Sep
Lenovo Laptop 4155,Laptop,Lenovo,1561.85,56,390,609121.5,1496.97,Aug
JBL Accessories 4156,Accessories,JBL,134.1,168,220,29502,129.79,Dec
Logitech Accessories 4157,Accessories,Logitech,281.39,215,410,115369.9,277.96,Oct
Noise Wearable 4158,Wearable,Noise,773.15,89,137,105921.55,820.43,Apr
JBL Accessories 4159,Accessories,JBL,521.65,170,227,118414.55,494.47,Apr
Fitbit Wearable 4160,Wearable,Fitbit,549.88,284,59,32442.92,538.17,Apr
Samsung Mobile 4161,Mobile,Samsung,1536.5,26,252,387198,1639.18,Nov
Noise Wearable 4162,Wearable,Noise,1727.99,97,102,176254.98,1619.51,Sep
Apple Tablet 4163,Tablet,Apple,848.21,37,253,214597.13,800.92,Apr
Samsung Tablet 4164,Tablet,Samsung,193.98,245,421,81665.58,221.41,Apr
Xiaomi Mobile 4165,Mobile,Xiaomi,1257.34,150,35,44006.9,1172.96,May
Samsung Tablet 4166,Tablet,Samsung,791.15,215,284,224686.6,741.13,Dec
Logitech Accessories 4167,Accessories,Logitech,994.65,245,33,32823.45,1048.81,Aug
Samsung Tablet 4168,Tablet,Samsung,1436.54,247,188,270069.52,1352.34,Jan
OnePlus Mobile 4169,Mobile,OnePlus,1968.82,157,451,887937.82,2132.56,Apr
Boat Accessories 4170,Accessories,Boat,141.52,192,47,6651.44,154.91,Nov
Apple Mobile 4171,Mobile,Apple,1877.56,272,149,279756.44,1944.77,Aug
Fitbit Wearable 4172,Wearable,Fitbit,1304.3,198,290,378247,1498.33,Jun
Samsung Tablet 4173,Tablet,Samsung,867.35,296,216,187347.6,852.98,Nov
Logitech Accessories 4174,Accessories,Logitech,1358.31,92,62,84215.22,1391.47,Mar
Apple Wearable 4175,Wearable,Apple,734.86,179,475,349058.5,739.2,Oct
Apple Mobile 4176,Mobile,Apple,1802.95,178,277,499417.15,1734.61,Oct
Sony Accessories 4177,Accessories,Sony,789.73,271,323,255082.79,894.95,May
Samsung Tablet 4178,Tablet,Samsung,830.73,18,423,351398.79,951.03,Aug
Samsung Mobile 4179,Mobile,Samsung,1966.07,299,279,548533.53,2120.89,Feb
Apple Laptop 4180,Laptop,Apple,692.63,75,222,153763.86,659.78,Mar
Fitbit Wearable 4181,Wearable,Fitbit,314.7,126,430,135321,319.4,Jul
Noise Wearable 4182,Wearable,Noise,614.47,212,375,230426.25,679.42,Feb
Apple Mobile 4183,Mobile,Apple,211.16,247,257,54268.12,241.24,Dec
JBL Accessories 4184,Accessories,JBL,1650.06,91,68,112204.08,1702.83,Aug
Xiaomi Mobile 4185,Mobile,Xiaomi,1737.37,100,47,81656.39,1689.99,Aug
JBL Accessories 4186,Accessories,JBL,225.51,265,192,43297.92,209.98,Aug
Samsung Mobile 4187,Mobile,Samsung,1780.2,9,183,325776.6,1822.6,Aug
Lenovo Tablet 4188,Tablet,Lenovo,723.25,29,405,292916.25,673.86,Apr
Logitech Accessories 4189,Accessories,Logitech,232.56,18,165,38372.4,255.87,Mar
Samsung Wearable 4190,Wearable,Samsung,1501.08,289,101,151609.08,1672.92,Oct
Sony Accessories 4191,Accessories,Sony,848.45,72,301,255383.45,795.36,Dec
Apple Mobile 4192,Mobile,Apple,1217.29,146,228,277542.12,1203.58,May
Apple Laptop 4193,Laptop,Apple,680.74,98,263,179034.62,628.54,May
Apple Wearable 4194,Wearable,Apple,1429.97,139,105,150146.85,1567.51,Apr
Fitbit Wearable 4195,Wearable,Fitbit,1176.62,12,247,290625.14,1227.57,Jan
Apple Tablet 4196,Tablet,Apple,1888.8,222,199,375871.2,1743.35,Jun
Lenovo Laptop 4197,Laptop,Lenovo,660.03,157,57,37621.71,600.73,Dec
Lenovo Tablet 4198,Tablet,Lenovo,348.62,162,355,123760.1,361.97,Jul
Apple Wearable 4199,Wearable,Apple,340.42,14,70,23829.4,323.48,Sep
Apple Mobile 4200,Mobile,Apple,877.42,257,490,429935.8,842.81,Aug
Xiaomi Mobile 4201,Mobile,Xiaomi,1105.19,77,393,434339.67,1238.93,May
Fitbit Wearable 4202,Wearable,Fitbit,917.4,135,429,393564.6,882.96,Feb
Boat Accessories 4203,Accessories,Boat,1769.48,207,37,65470.76,1652.53,Jun
Samsung Mobile 4204,Mobile,Samsung,1273.7,69,285,363004.5,1243.14,Nov
Lenovo Tablet 4205,Tablet,Lenovo,1956,296,436,852816,1857.56,Nov
Samsung Mobile 4206,Mobile,Samsung,1295.19,32,21,27198.99,1467.51,Jan
Fitbit Wearable 4207,Wearable,Fitbit,1130.93,88,70,79165.1,1297.91,Jan
Logitech Accessories 4208,Accessories,Logitech,563.98,22,423,238563.54,510.97,Sep
HP Laptop 4209,Laptop,HP,1702.12,27,310,527657.2,1713.92,Jun
Apple Mobile 4210,Mobile,Apple,345.81,32,164,56712.84,377.84,Dec
Lenovo Laptop 4211,Laptop,Lenovo,743.02,8,148,109966.96,838.94,Apr
Sony Accessories 4212,Accessories,Sony,1109.01,194,172,190749.72,1147.14,Dec
Apple Wearable 4213,Wearable,Apple,223.38,208,257,57408.66,205.53,Jun
Samsung Mobile 4214,Mobile,Samsung,1036.56,209,200,207312,1101.98,Aug
Apple Tablet 4215,Tablet,Apple,195.95,294,150,29392.5,186.04,Jul
Noise Wearable 4216,Wearable,Noise,414.16,13,175,72478,449.2,Apr
Boat Accessories 4217,Accessories,Boat,1881.73,107,161,302958.53,1770.06,Mar
Apple Wearable 4218,Wearable,Apple,94.31,206,47,4432.57,96.31,Sep
Apple Tablet 4219,Tablet,Apple,449.5,234,118,53041,435.17,Sep
Lenovo Tablet 4220,Tablet,Lenovo,814.34,295,109,88763.06,889.12,Aug
Sony Accessories 4221,Accessories,Sony,902.45,18,276,249076.2,980.6,Mar
Lenovo Tablet 4222,Tablet,Lenovo,1783.62,286,380,677775.6,1831.24,Jan
Xiaomi Mobile 4223,Mobile,Xiaomi,1798.87,290,12,21586.44,1655.91,Dec
JBL Accessories 4224,Accessories,JBL,1747.61,76,278,485835.58,1840.33,Jan
Lenovo Laptop 4225,Laptop,Lenovo,1601.04,254,212,339420.48,1580.78,Mar
Fitbit Wearable 4226,Wearable,Fitbit,1213.61,138,131,158982.91,1117.44,Nov
OnePlus Mobile 4227,Mobile,OnePlus,336.17,90,118,39668.06,342.63,May
Lenovo Tablet 4228,Tablet,Lenovo,1535.56,113,153,234940.68,1622.58,Apr
Fitbit Wearable 4229,Wearable,Fitbit,1876.26,63,309,579764.34,2050.63,Mar
Sony Accessories 4230,Accessories,Sony,813.88,41,478,389034.64,866.26,Dec
Lenovo Tablet 4231,Tablet,Lenovo,872.36,175,444,387327.84,927.34,Dec
Apple Mobile 4232,Mobile,Apple,321.21,33,69,22163.49,297.94,Oct
JBL Accessories 4233,Accessories,JBL,1130.47,205,305,344793.35,1061.83,Sep
OnePlus Mobile 4234,Mobile,OnePlus,1622.71,220,64,103853.44,1559.1,Oct
Noise Wearable 4235,Wearable,Noise,1698.83,102,458,778064.14,1722.46,Jun
Lenovo Tablet 4236,Tablet,Lenovo,1005.2,266,469,471438.8,1032.08,Feb
Apple Tablet 4237,Tablet,Apple,1065.21,160,418,445257.78,1173.2,Mar
Sony Accessories 4238,Accessories,Sony,974.66,162,361,351852.26,906.53,May
Lenovo Laptop 4239,Laptop,Lenovo,856.31,50,68,58229.08,800.76,Feb
Samsung Tablet 4240,Tablet,Samsung,1254.38,284,45,56447.1,1159.49,Dec
Apple Wearable 4241,Wearable,Apple,153.59,114,486,74644.74,156.31,Nov
Noise Wearable 4242,Wearable,Noise,1731.87,168,426,737776.62,1684.13,Apr
Noise Wearable 4243,Wearable,Noise,455.83,164,321,146321.43,492.22,Apr
Noise Wearable 4244,Wearable,Noise,478.19,185,128,61208.32,525.2,Jun
Xiaomi Mobile 4245,Mobile,Xiaomi,333.6,174,428,142780.8,327.29,Sep
JBL Accessories 4246,Accessories,JBL,1017.91,193,294,299265.54,931.85,May
Logitech Accessories 4247,Accessories,Logitech,1831.84,58,218,399341.12,1953.48,Jun
Dell Laptop 4248,Laptop,Dell,1205.62,294,293,353246.66,1150.24,Oct
Xiaomi Mobile 4249,Mobile,Xiaomi,903.49,188,221,199671.29,1024.96,Nov
HP Laptop 4250,Laptop,HP,456.58,138,95,43375.1,447.95,Dec
Samsung Tablet 4251,Tablet,Samsung,1081.45,175,390,421765.5,1070.52,Aug
HP Laptop 4252,Laptop,HP,1901.12,72,34,64638.08,1716.22,Apr
Dell Laptop 4253,Laptop,Dell,353.82,263,490,173371.8,372.52,Feb
Noise Wearable 4254,Wearable,Noise,1748.78,69,396,692516.88,1756.72,Aug
Lenovo Tablet 4255,Tablet,Lenovo,62.86,224,458,28789.88,65.94,Jan
Apple Tablet 4256,Tablet,Apple,118.95,135,33,3925.35,134.58,Oct
JBL Accessories 4257,Accessories,JBL,102.4,33,383,39219.2,114.49,Jun
Sony Accessories 4258,Accessories,Sony,294.27,68,356,104760.12,307.53,Feb
JBL Accessories 4259,Accessories,JBL,332.28,34,266,88386.48,313.55,Jul
Boat Accessories 4260,Accessories,Boat,402.57,264,469,188805.33,366.07,Oct
JBL Accessories 4261,Accessories,JBL,1775.99,215,365,648236.35,1609.68,Apr
HP Laptop 4262,Laptop,HP,256.3,32,136,34856.8,291.29,Sep
JBL Accessories 4263,Accessories,JBL,464.09,228,347,161039.23,466.93,Oct
Samsung Wearable 4264,Wearable,Samsung,1321.04,36,196,258923.84,1451.48,Oct
Xiaomi Mobile 4265,Mobile,Xiaomi,1323.76,9,344,455373.44,1390.85,Aug
Dell Laptop 4266,Laptop,Dell,185.64,83,104,19306.56,171.15,Dec
Logitech Accessories 4267,Accessories,Logitech,999.07,181,194,193819.58,925.7,May
Samsung Tablet 4268,Tablet,Samsung,1566.83,49,362,567192.46,1465.94,Feb
Lenovo Tablet 4269,Tablet,Lenovo,1510.79,278,395,596762.05,1526.8,Jul
JBL Accessories 4270,Accessories,JBL,650.67,97,483,314273.61,710.16,May
JBL Accessories 4271,Accessories,JBL,234.31,69,309,72401.79,225.88,Jun
Lenovo Laptop 4272,Laptop,Lenovo,1315.1,10,414,544451.4,1354.15,Jul
Samsung Tablet 4273,Tablet,Samsung,1911.78,131,141,269560.98,1922.35,May
Fitbit Wearable 4274,Wearable,Fitbit,1474.26,107,142,209344.92,1457.73,Apr
Dell Laptop 4275,Laptop,Dell,1958.52,153,261,511173.72,2008.25,Oct
HP Laptop 4276,Laptop,HP,1330.19,279,444,590604.36,1355.1,Dec
Xiaomi Mobile 4277,Mobile,Xiaomi,448.09,286,179,80208.11,481.08,Apr
Boat Accessories 4278,Accessories,Boat,1329.74,172,116,154249.84,1236.07,Apr
Xiaomi Mobile 4279,Mobile,Xiaomi,1459.56,134,27,39408.12,1662.51,Jun
Dell Laptop 4280,Laptop,Dell,1448.53,176,167,241904.51,1477.31,Dec
Noise Wearable 4281,Wearable,Noise,168.01,294,291,48890.91,168.91,Dec
Apple Wearable 4282,Wearable,Apple,168.34,51,447,75247.98,161.67,Jun
Samsung Mobile 4283,Mobile,Samsung,200.69,225,89,17861.41,228.21,Aug
Noise Wearable 4284,Wearable,Noise,844.25,152,454,383289.5,802.56,May
Dell Laptop 4285,Laptop,Dell,834.78,24,86,71791.08,913.47,Dec
Apple Laptop 4286,Laptop,Apple,1054.29,286,447,471267.63,1142.13,Feb
Fitbit Wearable 4287,Wearable,Fitbit,1944.86,130,66,128360.76,2094.86,May
Apple Tablet 4288,Tablet,Apple,1769.14,264,433,766037.62,1764.67,Nov
Apple Mobile 4289,Mobile,Apple,371.13,67,181,67174.53,421.14,Jul
Samsung Tablet 4290,Tablet,Samsung,590.25,280,363,214260.75,640.66,Mar
Apple Tablet 4291,Tablet,Apple,159.35,210,201,32029.35,152.51,May
Lenovo Tablet 4292,Tablet,Lenovo,142.75,68,341,48677.75,158.96,Apr
JBL Accessories 4293,Accessories,JBL,463.43,58,125,57928.75,420.53,May
Boat Accessories 4294,Accessories,Boat,721.35,194,33,23804.55,726.88,Aug
Apple Tablet 4295,Tablet,Apple,1754.58,31,296,519355.68,1797.37,Jul
Sony Accessories 4296,Accessories,Sony,928.75,27,410,380787.5,1040.51,May
JBL Accessories 4297,Accessories,JBL,1987.72,101,36,71557.92,2237.48,Feb
Dell Laptop 4298,Laptop,Dell,262.36,133,38,9969.68,279.12,Feb
Logitech Accessories 4299,Accessories,Logitech,1886.71,197,136,256592.56,1774.48,Jul
JBL Accessories 4300,Accessories,JBL,1405.89,239,239,336007.71,1501.52,Nov
OnePlus Mobile 4301,Mobile,OnePlus,142.69,175,203,28966.07,163.58,Sep
Lenovo Tablet 4302,Tablet,Lenovo,1057.22,181,330,348882.6,975.48,Feb
Samsung Mobile 4303,Mobile,Samsung,595.35,198,226,134549.1,633.42,Mar
Noise Wearable 4304,Wearable,Noise,1904.99,55,235,447672.65,1817.46,Feb
Samsung Tablet 4305,Tablet,Samsung,1877.75,12,21,39432.75,1963.12,Feb
Samsung Mobile 4306,Mobile,Samsung,194.87,89,376,73271.12,215.59,Feb
Apple Mobile 4307,Mobile,Apple,1345.36,9,199,267726.64,1389.93,Sep
Samsung Mobile 4308,Mobile,Samsung,1805.52,90,75,135414,1919.61,Aug
Apple Laptop 4309,Laptop,Apple,1294.36,76,84,108726.24,1235.49,Jul
Apple Wearable 4310,Wearable,Apple,176.84,143,460,81346.4,194.35,May
Sony Accessories 4311,Accessories,Sony,759.97,211,15,11399.55,742.82,Jun
Apple Laptop 4312,Laptop,Apple,1407.02,127,359,505120.18,1324.81,Feb
Samsung Wearable 4313,Wearable,Samsung,1529.47,103,189,289069.83,1757.87,Oct
Logitech Accessories 4314,Accessories,Logitech,1729.92,101,498,861500.16,1633.73,Nov
Fitbit Wearable 4315,Wearable,Fitbit,1836.01,101,124,227665.24,1920.11,Jan
Samsung Tablet 4316,Tablet,Samsung,1920.96,108,79,151755.84,2022.98,Feb
Boat Accessories 4317,Accessories,Boat,737.12,181,256,188702.72,830.67,Feb
Apple Mobile 4318,Mobile,Apple,708.78,243,37,26224.86,760.24,Jan
Sony Accessories 4319,Accessories,Sony,1389.87,46,391,543439.17,1568.5,Dec
HP Laptop 4320,Laptop,HP,419.48,283,485,203447.8,380.69,Jan
Xiaomi Mobile 4321,Mobile,Xiaomi,322.48,28,166,53531.68,334.6,Feb
Logitech Accessories 4322,Accessories,Logitech,524.93,285,150,78739.5,523.53,Dec
Dell Laptop 4323,Laptop,Dell,271.78,227,54,14676.12,272.63,Aug
Boat Accessories 4324,Accessories,Boat,149.32,20,350,52262,162.3,May
HP Laptop 4325,Laptop,HP,1696.23,209,431,731075.13,1565.92,Mar
Apple Wearable 4326,Wearable,Apple,1486.71,232,398,591710.58,1450.47,Oct
Logitech Accessories 4327,Accessories,Logitech,1286.13,188,205,263656.65,1305.68,Mar
Apple Mobile 4328,Mobile,Apple,231.55,43,102,23618.1,263.35,Apr
Samsung Wearable 4329,Wearable,Samsung,1305.94,168,415,541965.1,1198.04,Feb
Apple Mobile 4330,Mobile,Apple,1966.18,10,336,660636.48,2062.21,Nov
Noise Wearable 4331,Wearable,Noise,565.2,11,13,7347.6,609.3,Oct
JBL Accessories 4332,Accessories,JBL,419.95,108,207,86929.65,464.29,Sep
Sony Accessories 4333,Accessories,Sony,1273.72,70,143,182141.96,1442.37,Apr
Dell Laptop 4334,Laptop,Dell,1125.99,206,13,14637.87,1141.63,Sep
Boat Accessories 4335,Accessories,Boat,411.56,16,153,62968.68,384.3,Jul
Apple Wearable 4336,Wearable,Apple,1982.25,7,320,634320,1820.51,Dec
Apple Laptop 4337,Laptop,Apple,792.84,6,426,337749.84,744.17,Jan
Boat Accessories 4338,Accessories,Boat,1176,48,460,540960,1166.77,Sep
Dell Laptop 4339,Laptop,Dell,1302.5,8,377,491042.5,1400.42,May
Apple Tablet 4340,Tablet,Apple,222.28,186,169,37565.32,240.7,Jun
Xiaomi Mobile 4341,Mobile,Xiaomi,1086.65,191,168,182557.2,1086.46,Oct
Sony Accessories 4342,Accessories,Sony,1836.19,124,300,550857,2025.12,Aug
Samsung Wearable 4343,Wearable,Samsung,1414.94,74,181,256104.14,1557.22,Dec
Apple Tablet 4344,Tablet,Apple,1462.24,7,158,231033.92,1601.15,Sep
Samsung Tablet 4345,Tablet,Samsung,1750.42,104,316,553132.72,1886.84,Jul
OnePlus Mobile 4346,Mobile,OnePlus,928.47,286,470,436380.9,877.32,Mar
Apple Mobile 4347,Mobile,Apple,483.77,234,249,120458.73,529.39,Feb
OnePlus Mobile 4348,Mobile,OnePlus,1944.59,197,196,381139.64,2048.71,Nov
Lenovo Laptop 4349,Laptop,Lenovo,1016.58,61,461,468643.38,1068.34,Nov
Samsung Mobile 4350,Mobile,Samsung,1973.34,97,244,481494.96,2103.07,Aug
Sony Accessories 4351,Accessories,Sony,336.39,279,98,32966.22,334.9,Jul
Samsung Tablet 4352,Tablet,Samsung,652.36,134,446,290952.56,644.93,Mar
Fitbit Wearable 4353,Wearable,Fitbit,800.89,28,339,271501.71,920.33,Feb
Xiaomi Mobile 4354,Mobile,Xiaomi,1350.59,50,484,653685.56,1549.01,Aug
Logitech Accessories 4355,Accessories,Logitech,55.55,7,40,2222,57.95,Nov
Boat Accessories 4356,Accessories,Boat,1144.83,54,73,83572.59,1178.93,May
Logitech Accessories 4357,Accessories,Logitech,927.44,106,451,418275.44,941.66,Jun
Apple Tablet 4358,Tablet,Apple,1437.73,116,326,468699.98,1489.14,Jul
Fitbit Wearable 4359,Wearable,Fitbit,770.06,150,312,240258.72,845.89,May
Apple Laptop 4360,Laptop,Apple,293.78,12,352,103410.56,327.03,Aug
Samsung Tablet 4361,Tablet,Samsung,111,108,456,50616,101.01,Jul
Lenovo Tablet 4362,Tablet,Lenovo,353.64,151,340,120237.6,322.6,Feb
Noise Wearable 4363,Wearable,Noise,1826.59,79,368,672185.12,1960.91,May
Fitbit Wearable 4364,Wearable,Fitbit,752.69,217,301,226559.69,714.55,Sep
